Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Specie
809279626cf86b5538a2d0f11709cdf1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cylindrocarpon	s__unidentified
72d92739a84f60e2dfdafb2621e83ada	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
beee2078d382023b39de71168a37122f	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
738e476f59fcef448823e07068434576	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__NA	g__NA	s__NA
43ad55a90aca463482fe3846fc31e436	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__unidentified	g__unidentified	s__unidentified
d516c3c1c0201a297e777cb9868c3105	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__NA	s__NA
422b477ba271056f97aca4ba8e4b8815	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Thielavia	s__Thielavia_inaequalis
d823676c5ee78d14ff25b5ab397a1695	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
b12e52b85a76182b2754b2fd77047d10	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Spiromastix	s__Spiromastix_warcupii
046e24c956c7c4ecb6949af33b8dfe4c	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
8bd4754739b496066952f097d27a9aae	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Sagenomella	s__Sagenomella_striatispora
2ec363c1663b6ed3cdda56aff6c91b24	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
3ebd534e5813733cb59a1e1c952fabf6	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
eee3dbf665cd0adb1a1b56a2f29aa5d9	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
7b02e3932766d1787f71343f2ea9dc2d	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Leucothecium	s__Leucothecium_emdenii
92c93478373e176eb8b02f71265d33d2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_delphinoides
668878ea8e1616254f459a9bf29e65f2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys	s__Stachybotrys_chartarum
423f22eb2c41c225d41cc37554a81aa6	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__NA
c7d858fadfc3d0c29c0712af852eb0f5	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__unidentified
ae1c15c856d87087c05f3667062a9352	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
4a5f4892a0f768e176d5fcdea0f4c3c7	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_ruber
bef0ec75f8e1390efb0f4f4bcb26d588	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__NA
2401b4914d4098820fca34ce895e6ca4	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
da785cedd5d9dc9aedce96c93a40ad1b	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_maius
56dc0bd258ce841521cf91f3a2356924	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Gibellulopsis	s__Gibellulopsis_piscis
c36abaca8dc132678e99c6b1050e0009	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Coniophoraceae	g__Coniophora	s__Coniophora_marmorata
be8d36cffbf84ff30e177c931af06dea	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
ecbaa6f8b3008391df6915e6e68590ff	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
cd3a47c2562d14dcaa93aafe742ee41d	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
c1df1d3ec45db17c1f0edd973db6a49d	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Cheilymenia	s__Cheilymenia_stercorea
6a0700f7c071940812b6c7d4516d0e90	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__Metarhizium_anisopliae
024b9eb169a67b772e2b55052796bc94	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
fd3a7997588e557ca6b8dd11ef882c36	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Spiromastix	s__Spiromastix_warcupii
b7200a4aded660caaaaa34a3293cc125	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__Talaromyces_marneffei
1fc6231a1b17e1b303575cd7c4ac1023	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
6ed9065b48329ebc11494923de50d1c2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__Metarhizium_marquandii
c41670a84c6955f7ba8d68c14ab43608	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_solani
126ff93e30cf3141dd6b7e3f282d85ff	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Chalara	s__Chalara_pseudoaffinis
ce80aab7cf2eb9bbb6d409b1eee856e2	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_humilis
52bdcfe16341328de1c421d701ceeb4a	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__Preussia_flanaganii
ae480dd269c4238771e00270a1c58d9c	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	s__unidentified
cc4a190a3146919868f8844cbb6f2d01	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__unidentified
2a40a03776b7a73b3b92853ead409ad2	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
e0d328f2ea7fba3cbb8d1cfe32f0355d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metacordyceps	s__Metacordyceps_chlamydosporia
10ef6b47f8e06e547c264c43748e89e0	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
044096cc9d3ded38130b11208c7818b0	k__Fungi	p__Basidiomycota	c__Geminibasidiomycetes	o__Geminibasidiales	f__Geminibasidiaceae	g__Geminibasidium	s__unidentified
fcaaf21f06f69e9c2e8eacdc31aeeb3d	k__Fungi	p__Chytridiomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
d8d608110b241374e9bce592c4cc8742	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
3881f6baf4c0af0e2dd456c82a25d0d6	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
1f72e00aef3f2fe339daa7c7b4f4dadf	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
f45805d269d34a2114ffff9bf36e8d7f	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
6b85a823870e8ccfa4e204465dc91a19	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__NA	s__NA
084ce09491512903b78538ad1f3ee27b	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
06677b4fa8dab994a2f37adb658370df	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Tulostoma	s__NA
eccd148d1eef84734a2c9673d4e40c55	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__unidentified	g__unidentified	s__unidentified
7b0d6d099c3ae9211baeb0a10cf9b7cf	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_humilis
1b667f596a1290e203a3b099f5da13c0	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
069fc42685ae5c2b4c6fb4a510865153	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
cbb7bacca055924be07cd8aa628eb205	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__NA	s__NA
8676da212c891fb5a6608698a55028f7	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
f8c541f3fbc12d34a70f83ee16bb2f42	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
4bb168d2492cbd0c5a04def190a6b7b9	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
9b2a3657746d71f644b67723e05ff4f0	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Tulostoma	s__NA
e9bc9905a635e36f784989ed503cc24c	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__Coprinellus_pallidus
9fc6b67d984400d3ecaa760a72c7cb01	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	s__unidentified
eb15839c168c2e68e4faec60d007a24d	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__unidentified	s__unidentified
d6c28530a68b51aa0ce13ca93d5ee068	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
f3be3c9f854b37a01b96c77b3208a969	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__NA
9305ab19c5058ab4e903cdbf3ae24cf0	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__NA	s__NA
7b26993906941d110fda222c7ba419f7	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
9dc32f49cd9b3e92a6f1bb9c553c5df2	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
674c094a4d0555bbca14b92ca6349577	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
69a17ea0f61419966c9750c15792f1b9	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__Alternaria_metachromatica
ed73aff810daefc67ba715232d4efdc2	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Udeniozyma	s__unidentified
12dc35561362f512a0187c24fe787de8	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__NA	s__NA
58d0798f273aaa518bce97cf35ea0723	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__NA	s__NA
1f20a039fdd572bcd0347705bc643a09	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_gamsii
d066b439629f4a5f838edd592ffc3837	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_equina
ca139b6af261fe6e15a7e89d478b6435	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
d659b23dc17729f417fa8c01e790f9fa	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__unidentified	g__unidentified	s__unidentified
94d6a80e07f096819c8e36db120faaac	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
0efd335ea0b1f30d4f2a94b3ac89d953	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Helicoma	s__Helicoma_fumosum
6a76db30f551cf0a14a3f7dd0bf9c97b	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
8d2d1936e05e9cedbf35f3ec3c2f6433	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
2fda2dd1c66b922e6d50e12f3d3f9254	k__Fungi	p__Kickxellomycota	c__GS19	o__GS19	f__unidentified	g__unidentified	s__unidentified
f5dfa5fb6d58f94c0fcaa4d08cc790ef	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__NA	s__NA
c37dc3686e57b4ee55c6e895ec53267c	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Auxarthron	s__Auxarthron_umbrinum
cda234e34a8a1493f12213f384a50b87	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__unidentified	s__unidentified
c6e2445a4a50e3bec7af829ad9157398	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
0d1808cd4e7db0699bae6acd42314cda	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
21d4a6edf4034634ddb9d43b67aa8bd8	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_gamsii
54985226b1c492a8f2087b1a7cac8b82	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__unidentified
2208624e3f1b1ef464af341b69df53ae	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Schwanniomyces	s__Schwanniomyces_occidentalis
6ba3370f79036441edc7a8ff54e5a1d0	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified	s__unidentified
025dbb3ecf345d4e97188a63287c3162	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
260440c53b69fee4e9424341394178d4	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__NA
b363c1ea64347f519952b735d7752bde	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__unidentified
5e54b7717b4878fc1896e081c2ca6579	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__NA	g__NA	s__NA
76821c631bae360cadf2e8bc44eda461	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	s__Ramicandelaber_taiwanensis
6ce5408207a549e7991f88854090888b	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
98a34f562f62da1c1f9184739da3e164	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__Humicola_nigrescens
e5dfcd64c0b988d8300d40ba330ece20	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
224dcb71978e5de67759bc611ef45c42	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
54ecfa2a45e669e19c384ef6bf95dbe4	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
34071d0c6526de5407f345dcdb8e6df1	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
fe1ea6bfb4bd38d1cf2d777d0ca3df98	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__NA	g__NA	s__NA
1e688d03adc9c8a3d8aeb344003aa7a6	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
bd6893e177e1b48f39e3e01e6c251781	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
ac3cc772928d560f28b8c6de977079c4	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
a1e04d91a7f45332e5109651874c041e	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
4f27270719c3fa60f934011c8cfaa3a8	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__unidentified	g__unidentified	s__unidentified
1b9f99e4844ef7e40f1f5558ecb6c53a	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__NA	g__NA	s__NA
01d1b540da8ea185e74b1ddc8d73a23a	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_antarctica
b7825742ea3b30b370b2a6208a1d188e	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__Alternaria_planifunda
1c0736b4b6e58de860ab47ede380a1a0	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
2289ee31d3f61f1aeed66c23115bd5b7	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
6d6b97b0be7353c0dc290e3e5fb0e6f1	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
351fa4bb20ee7d0ec94fac8267f83183	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
50b055adbe4c4af28907a47d785a965d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__NA	s__NA
2e58ad29361bca5bf90007f179894099	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	s__unidentified
7328b0ac58ef1b60af8ea0ef442aa908	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_gamsii
4b2fb722a07447b6e5c21f9d5d7e8938	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus_quiescens
ddf5e6f7f72b8cc18eb956e1d9a5c670	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
a961ed6f11b7bbeebbd7bcc7071a8a48	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Sporobolomyces	s__Sporobolomyces_roseus
9d2bf3a8c00884f9f9370e681df156b1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
8a264c73113bcc807dedb09f3178ceb1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
fa0964ee68ef2358c6c56fb2e062dc1f	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_gamsii
bbb79962be915dee2da2e6b4ef6ea97d	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
2e6588f0ca41ff6f044d5e875bb86e7a	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__naganishia	s__naganishia_friedmannii
4b29db1c894601d373004a426af93183	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__unidentified
73cc0aeda4c9fb3853fd5faab9db9182	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
c86464f2a2bfea45332f342cd01b7ac8	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
8b998757ac83402f5256e958c94b1d29	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__naganishia	s__naganishia_albida
776e46016725add8001c2a5cf803a476	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
918eb30b89923eb386f570b832e8013b	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
c411c0482498425f4c2077718059dfd5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__NA	s__NA
6800dfed7b90221f4181b9be1bab020b	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__Preussia_flanaganii
b3a331220ef2e504d5b66d958b4e432d	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
fba83284538cf9c74eb917521023d89e	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__unidentified
13b19ae183501a2a2b3933ea12e7a8f3	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__Malassezia_restricta
e6e6cfa6160461e2d8d6a7094df64268	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
0018745fdb897b1072479184f4de2689	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
9c698785e5827ec7fb783fc62382c8d6	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
6252af3d5338689b8f407025feda31c6	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
b7060d28af2145521e283b7b9a6aade8	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
556642a613467c5e500599d14015143b	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__unidentified
656eb49240d5b5fecacc75f269d36c11	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__unidentified
82300db3f9531da55aec1bbbb377886c	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	s__Ramicandelaber_taiwanensis
4dfb4a792d803d38b070ae06d314fde6	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
b26c5b11517413cde32300b66ad2edc3	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
835edc85fea9cf05da3afbbcc1b5d61d	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
f04ce9dddf37237a915560da0054ac28	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_ruber
229eaf835c5d1e0705db6cd55f9d2801	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__NA	s__NA
3cfc5c3e980567ef0b8fa2f22a388be6	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
879b83da3137bedc312a84f5a278a9af	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
8072feb83eb30e01b27cddd2184f73b2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Hypomyces	s__Hypomyces_perniciosus
14674d2a5ebcec4ddb93a95bbe642550	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__Humicola_nigrescens
3deaa9df8be20892164101a56d80a668	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__unidentified
3fb423eec92ee0db8671a2eb0c8b5dd3	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
6df44b8f87aafa38602222a9919abda3	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__NA	g__NA	s__NA
1957dfb11429b42aed8ca23d67fc971c	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
eefd8598714f0bd1187b6ca16b05764d	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
896b634df9f29b3dd7456a914703c263	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
2e8ae09bf714343df4b0f75e92790f64	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__NA	g__NA	s__NA
6c777a8dad5c303c9c8fde1faac01610	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
f5c7635eece9f15226678a6670505c71	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__Papiliotrema_laurentii
59de753e5532d64fbef542e91d17a355	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__unidentified
e39e18d7b2eb347775a642ca1187db75	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
3980f4e5f7382bb1ffa3d31610b9ff5d	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__naganishia	s__naganishia_albida
706b78e1b8e580c56d2a6016bfe20530	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__NA	s__NA
37af253f2252626893cd102bfa91b755	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__NA
3bbbb43ead1ede524ac14c50bbcbf9bd	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__NA	s__NA
229be7a3d4fe2992b68c614c8aa89567	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	g__NA	s__NA
d5df94283bebccb3a643a1c60451d72d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cladorrhinum	s__Cladorrhinum_flexuosum
395f88926efaaff855978c12ffc3f1d7	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
7b5d5686ba5cf2975bf6a063d54670a1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scedosporium	s__NA
1356657943100e1c86b864849f1bb7a6	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
91faa699add83f1842c210d0c8b60d1c	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__unidentified
9f9ef502aeaaf9e204d92cd3c1ab698f	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
318b23700c35508fffc7ec1cae250ab0	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__naganishia	s__NA
