Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Specie
43b6a1159a607517ff2874f84504a17f	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
2e6c1539d95fdfaca94780b391f1ecf7	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
e0fabf3a280f1a0b557dcbf0212529ed	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_xerophilus
0cbe5f7e8081ed7ef2608b05a134a26e	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_xerophilus
a41d01f993265755665911f4a15a7ab3	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Heydenia	s__Heydenia_alpina
9eacce5b800eae573721c6e96d5106e9	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
33bffa31546ec0e46567085e7654276f	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
390a7e65d47f5b135dd7b03662494387	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Heydenia	s__Heydenia_alpina
4d2253f24814c2d26ca91018e7a87e91	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
be8fc5e7fb5e60d5bc5d9f941704f92d	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
ffc526bf84fea72f1acc7a4163a95cf2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__NA
0e06ea0a654d835e255047cf36e5b032	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
bb0093262f8c9ba3eaa0344cfba462af	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
50fa976f604f2b61ac9aff76632ff461	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__unidentified
d8a2b9705bedf5e0252878631155b0cb	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
bc33760da768ece5454329a4c7d3dc10	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Heydenia	s__Heydenia_alpina
9a908c73b7fd6f9a6e98c05b4132cc85	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
136260250c7091415dd667b35a161d37	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__NA
904196fce15a21e425a159477328349f	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__unidentified
8e15ff53886333c77141263f42d79cae	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
d7a1afc1119f3bd508a40bfa152d1941	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
906421d95e124b5048ddcb2a0604ce68	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
8f565922d8f7c9b5d9e82050c7223cea	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
849cda89b09b64f81fa35ccf8129fee1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__NA
402d79ce14ba339e27372a6e240488b6	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_humilis
6780e394c69aafd19c71136bfa600327	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_humilis
f4b247b1d5de05aee89a24af1c2bcf85	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__Ilyonectria_liriodendri
502815ab868237cc906cbd54a4d158a6	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__Humicola_nigrescens
5640397f43f5e515f088a2342078dee8	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__NA
59e72ef4b9d740e4bd47251ed138f42b	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaeopsis	s__unidentified
39a3f36fd02ca1b384fb0d8ed1f2251d	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
98817652fbfbdb051eccb8c2f177ef64	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
b7caa48335576b084a301d9e35a0c1bc	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaeopsis	s__unidentified
2f2f53043a4e84676240811dd5ab085d	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
ca464b188b402e1d41a822a8aedcfa4c	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__NA	f__NA	g__NA	s__NA
f0fd92f65b5007bc8bb319460e2a933b	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__NA	f__NA	g__NA	s__NA
304cb21a2aa5c92ddd8dbde87c454d43	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
f8f7abc994c9582e7c37708694271011	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__NA
89dd2ca72ea97acc60db18d4c1ab4410	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
4cfd2aacd7dec16407d1fd772e2eaaaa	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__unidentified
17ab6aaaeb9c947bd653e0b583654b1d	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
fd324624ceed20388b21a816b9f01238	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_amoeboidea
e1bfecff15d33929258a5dee40ec943f	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_indohii
961a1d92e0533f18c6a6bf93d89394a2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__NA	s__NA
ff24185b50637fd6d73af3efec6f3b2c	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_amoeboidea
c0b5798d6937e006cf084ee4fe633b80	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_indohii
f5bbe5219e67f68a76e23fbc3c0c12b1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__NA	s__NA
bea10dd5f7b33d30f7f9f99524f93d3c	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
371208b3af472ff7f3bff01bfca7d6c0	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
5b6a3290fc57d1eac16a68c322fb8468	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
911f1257d6f46cb6c9be013d55169300	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
a662ef896555a07da90331d395ae6b7f	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__Preussia_terricola
dfe0e3bae280e775c3fd09d2fbb6d810	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__NA	s__NA
214ddc50f8c87e2b07325e84357957d5	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__NA	s__NA
550388c9c866d041e3fbee82b37d5af1	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
f1a9516ba69c8ab7a16868c190bcd671	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
0eccbde89fba172ad29a6ff147da7b66	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Thielavia	s__Thielavia_inaequalis
c6e71e42017ea22bbde9954afb5b1fc0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__NA
83ac5f8cf51c685ce4602c23776ac7fa	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
4fe3898a43d9ffe405c416b523525e2e	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__Humicola_nigrescens
b149350137be8f49e7d9d9daf456e30a	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Rhynchosporium	s__Rhynchosporium_orthosporum
41d2ffcbd32b182b4e6db76c6186d7df	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
664c2b8bd5fcc581ce689dfdac74024d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Rhynchosporium	s__Rhynchosporium_orthosporum
a1dfe040ca6f61086c1858f8c7b26e1a	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
11c20daf1033b74c6fa6bf9e986926ec	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
b9ab4e376f8e08a04ed2730031e73c17	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metacordyceps	s__Metacordyceps_chlamydosporia
d1f8c43f9b0d02108db0217fd6437540	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	s__Debaryomyces_udenii
ccdd2ebfc958c21542923fe48780096f	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
ac4a37b65038a52ef4e31685f1f2550a	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
3830e73c511c78b51b4eb5028546089b	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
2fddb387c1cef4192edf06755263f000	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metacordyceps	s__Metacordyceps_chlamydosporia
c9654812167fcd9f3bc6c1f0444ef239	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	s__Debaryomyces_udenii
ea60ae892ee99e9384a1963450043978	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__Alternaria_metachromatica
cc9e8e640dfe4c24bf4bc1284ea9d5e3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__Ilyonectria_liriodendri
96e34a80680a9f16fe2e8791fc76f4b8	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
843579e18e0d01c33f25a775b0a70cec	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__Humicola_nigrescens
3defd4446076d4ce147e0535c94b39f0	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__NA	s__NA
2ddd5ab8642a84c583ce625359758b39	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
4b5f1572fb31830468c93c047254d39e	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
e80930ef538e8965ebb15703ad3a57cf	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__NA	g__NA	s__NA
401f2cf171b6df56adf47b59c444b1f6	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_amoeboidea
d9b9b748d387438bffd96f6fbad13053	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__NA	g__NA	s__NA
5cdab9df079b0ae4ea3dfac7f56c3b52	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaeopsis	s__unidentified
d59f3e4b118f7c97a2e12c6853853437	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_equina
8d79447611e0ae90958ca404e3078472	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaeopsis	s__unidentified
f53bff74ce94a98d9beed330bd7724bf	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
a1c83bd4b843868f6501e074e68dd76b	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
cec5bb971d22dca6351a8dbe7dddbfcb	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__NA	f__NA	g__NA	s__NA
d002dd4363a89a028667883f5d8dc1f8	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_equina
532d0e7144a6afcdac343e8ade95eaf1	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
75d37583ab6bf9ce26ac278a2e82521a	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
a4243946e064b34e01633db7b36945bc	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Thyrostroma	s__Thyrostroma_compactum
177e9fc0c929c924cea34b3d4f8e5b29	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
c518b552e67066946c8e401b7efb57e3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Thielavia	s__Thielavia_inaequalis
e2f71d93bde0b9eb4411d1be1429cdf4	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
939d09da313fef9b080e7feebebf56f0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Thyrostroma	s__Thyrostroma_compactum
d45c92e8f25e9eedf440fe31e182d177	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Lecanicillium	s__Lecanicillium_fusisporum
06bf8d9fb5a18e6cc2de1ef82285c03c	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
5ace8533acca8a7adf2348dc0436576c	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
479af950c8ef5cb43f6346d6d57d69cf	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__NA	s__NA
2c0c52b98c41d706763e1c9f44d790fe	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
e94165e236e49c9ed456cf725a3790d4	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
2b7bf0bf0c6fb19bfb8c929ed582469a	k__Fungi	p__Ascomycota	c__NA	o__NA	f__NA	g__NA	s__NA
07a57dce6fe105f8954a3eb3f95d71ab	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
f472cfd065c39c9a74b0b88f4b9b64b0	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unidentified
5fa9ff8101b68eab89a3b92c34157db7	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__NA	s__NA
e212966649e8103a20bf5868894b8b9a	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
211408b22a76cd421cacd1583821833c	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Dactylonectria	s__Dactylonectria_anthuriicola
b3cbe0a2a33fe8249865e5a5cf417cda	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Lecanicillium	s__Lecanicillium_fusisporum
b8d3ec90c9fbf17fa75b287825ef6b4c	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
2683424cbb814df230d43a86a9d6cfc5	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
1965ec26c84857672812c2410592c551	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus_irregularis
38b82045bdf9912347eabaf162787b77	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
919a2364bc90ecaab83125820699c9a3	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
1e530f0cf4f19275d406e84fabf1774d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metacordyceps	s__Metacordyceps_chlamydosporia
ea186f313c62bba7849a4393192ec075	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__NA
ab9a296281d110cad487b0831da14ce3	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Botrytis	s__Botrytis_caroliniana
6232b87007d011ec9804bba1fe40dedc	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus_irregularis
f4dedc9b408967c7555990f5ef6072d1	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
108654ad1a36355780dc492623e64c3c	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
50c05d044a00032bb0be7bf6594ffd48	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__Alternaria_metachromatica
2dd5172f0ea66398738d7623ce931d6b	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__NA	g__NA	s__NA
1ea1b973b411f17a2903510203166e3d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Rhynchosporium	s__Rhynchosporium_orthosporum
da2e87a62b9f23667684aaf7474910f1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Dactylonectria	s__Dactylonectria_anthuriicola
4efdefcc3068da4980a4f8b74dbd5733	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Rhynchosporium	s__Rhynchosporium_orthosporum
95a24418b568ca985fd9f6e1a4620d49	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
6e2f2f47c5747196c85c697ca41bd618	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__NA
f92a9f210e6f3a802fd16c2c22361c71	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Botrytis	s__Botrytis_caroliniana
152e720ea9576d312d595c5cf9e9deb1	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
7373fca1aff2dfc9769a5a39431a0af5	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaeopsis	s__unidentified
ccb8c5eb92ff7282d5f65914d7f983a0	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
99ed2f44b774e27347ebde03b0bbb1ab	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Thielavia	s__Thielavia_inaequalis
2e75d733d91de3d0dbc1f667db43e839	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
346035be18ac1228efae12ca9b39f57e	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__Ilyonectria_liriodendri
a5677c99c6236d35475c69e23d6d71b1	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
bd0cfe203af84c95efd1c1095e7377b2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__NA	g__NA	s__NA
fce664b0914fd48a79504e9ba61d1468	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__Wallemia_muriae
8320db945f4cf34359dc2addc72ad730	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__NA	g__NA	s__NA
75c196f5958a051c026f5f2122f75c88	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
dd654aa7e93d5259e2733afde12ef5a9	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
52dfb7f0d83f8c6590ec0d15b543865d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__NA
11369d041fa7a3b0cd57694f89c741a9	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
686f4af1d7e5dc8279a82ffacd51c854	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__NA
9cefccad2f1f94d392eb3d26c91b0df1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
ed451dcdc4948aee03dc9b0360abc3f3	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
40707dd3a9f35341b42149998693cd55	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__NA	g__NA	s__NA
e255008f74844f1198167d4dcb596e2b	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__NA	g__NA	s__NA
dcc6523c52535be288c5a38acd65c38d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__NA	s__NA
bdd3ac801d5cc4d103550b503ca5d02e	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
198d858866b4d7bcf6d8339aad51b918	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus_irregularis
a066fd960b008937526bae991aecc33f	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Vanrija	s__Vanrija_humicola
36eb2129b74c7547195d50ada58a5d8f	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus_irregularis
339749fc8c7d9c541a4dad3faa2ec92d	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__NA
d729e4dbec6ca392802e170acf33f141	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__NA	s__NA
3db89749c1e78caf80b08340677de979	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus_irregularis
ab19a019b6dd4242ea69ea07c93983c0	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_amoeboidea
c603e53cbe5e21e12cffe00a491ea62e	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
5624fa1475e062b6ed31ab46fccaad0f	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__Metarhizium_marquandii
0b6c086e48b6dcda82c6726fc36c4b3a	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__NA	s__NA
fdeb8cc3db9733d32ad8b697f2abac7a	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Thyrostroma	s__Thyrostroma_compactum
74beb93935b232a3e75de57e751c849a	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__Humicola_nigrescens
877b5beb00349453344e153acc3c2901	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
66a25db4a72e99d0733159e4d760927d	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_sporotrichioides
a07a89e1f3951e0ef476effefa4cd039	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__NA	s__NA
8d33a0c2d06da2f8af5117b01fd6906c	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
9be5057e38b59766f367cc29b122e0fc	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
6c98b45f0bb6359de11611c496834769	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__Metarhizium_marquandii
a4add8621b389fd9e2eae8048da797be	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_sporotrichioides
8d43c327b6658288616ce837c95f9709	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus_irregularis
0469ac2f5942877c66d2fa344d20b890	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
21535ecafaedcf54d181e30978e9cd3e	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
38e301ba2eab56ff55a2565e56a220a8	k__Fungi	p__NA	c__NA	o__NA	f__NA	g__NA	s__NA
c34011aafadde14cbb35fafac5d56fa7	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__NA	f__NA	g__NA	s__NA
